City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,qal'ah-ye shahr,35.5473,65.5676,-5.43,64,100,5.72,AF,1707258571
362,zanjan,36.6736,48.4787,-0.57,82,9,4.37,IR,1707258571
363,clearwater,27.9659,-82.8001,20.1,65,0,10.73,US,1707258433
364,szczecin,53.4289,14.553,10.23,89,100,6.71,PL,1707258571
365,patra,38.2444,21.7344,14.35,68,5,2.73,GR,1707258572
366,santa rosa,14.3122,121.1114,25.6,84,54,2.83,PH,1707258572
367,la gi,10.6667,107.7833,23.56,89,100,3.93,VN,1707258572
368,kamina,-8.7386,24.9906,16.83,97,100,1.02,CD,1707258572
369,kouango,4.9934,19.9619,27.12,30,29,0.38,CF,1707258572
370,new norfolk,-42.7826,147.0587,16.72,55,94,2.56,AU,1707258572
371,honefoss,60.168,10.2565,-7.16,95,100,2.08,NO,1707258559
372,luganville,-15.5333,167.1667,28.83,76,87,2.07,VU,1707258573
373,vizinga,61.0749,50.1031,-24.08,99,90,2.35,RU,1707258573
374,al jawf,29.5,38.75,10.46,53,5,1.26,SA,1707258573
375,shalqar,47.8333,59.6,-3.33,84,96,10.48,KZ,1707258573
376,ta`u,-14.2336,-169.5144,27.59,87,100,10.95,AS,1707258573
377,trinidad,-14.8333,-64.9,26.99,89,75,1.03,BO,1707258282
378,guanica,17.9716,-66.908,24.74,65,94,5.63,PR,1707258574
379,annaba,36.9,7.7667,10.98,82,0,1.54,DZ,1707258574
380,aykhal,66.0,111.5,-29.81,100,99,2.54,RU,1707258574
381,necochea,-38.5473,-58.7368,28.63,56,58,10.86,AR,1707258574
382,irymple,-34.25,142.1667,18.38,55,0,0.89,AU,1707258574
383,guozhen,34.3659,107.359,-0.45,85,100,0.73,CN,1707258575
384,mikuni,36.2171,136.1519,2.95,76,94,3.43,JP,1707258575
385,reggane,26.7158,0.1714,16.64,20,3,4.08,DZ,1707258575
386,orapa,-21.2833,25.3667,27.92,33,82,1.98,BW,1707258575
387,lata,40.1629,-8.3327,11.07,90,39,1.37,PT,1707258575
388,luanda,-8.8368,13.2343,27.0,89,75,3.09,AO,1707258576
389,bathsheba,13.2167,-59.5167,27.34,89,20,9.26,BB,1707258576
390,shingu,33.7333,135.9833,2.83,77,55,2.6,JP,1707258356
391,east ballina,-28.8667,153.5833,23.78,88,25,7.49,AU,1707258576
392,dawei,14.0833,98.2,18.02,53,4,1.63,MM,1707258576
393,tyukhtet,56.5389,89.3011,-9.56,92,100,2.0,RU,1707258577
394,chulakkurgan,43.765,69.1814,8.09,46,100,13.79,KZ,1707258577
395,westport,41.1415,-73.3579,4.33,63,9,0.89,US,1707258577
396,al qusayr,34.5091,36.5798,9.01,69,0,0.96,SY,1707258577
397,okhotsk,59.3833,143.3,-23.51,83,100,3.54,RU,1707258340
398,glace bay,46.1969,-59.957,0.25,91,100,8.75,CA,1707258577
399,broome,42.2506,-75.833,3.22,66,5,0.89,US,1707258577
400,jianguang,28.1938,115.7836,0.99,100,100,1.6,CN,1707258578
401,weiser,44.251,-116.9693,11.11,71,100,1.86,US,1707258578
402,prince rupert,54.3161,-130.3201,1.05,100,100,1.54,CA,1707258384
403,luderitz,-26.6481,15.1594,19.3,81,57,4.92,NA,1707258284
404,nikolayevsk-on-amure,53.1406,140.73,-23.0,99,95,1.63,RU,1707258578
405,happy valley-goose bay,53.3168,-60.3315,-14.83,72,20,1.54,CA,1707258331
406,nar'yan-mar,67.6713,53.087,-27.72,99,97,1.34,RU,1707258366
407,naze,28.3667,129.4833,13.51,76,100,4.66,JP,1707258579
408,touros,-5.1989,-35.4608,27.57,78,100,5.7,BR,1707258297
409,ribeira brava,32.65,-17.0667,20.0,57,84,2.36,PT,1707258579
410,boli,45.7667,130.5167,-19.71,95,10,1.8,CN,1707258579
411,igarka,67.4667,86.5833,-13.95,95,100,5.26,RU,1707258281
412,tayturka,52.8692,103.4608,-23.29,100,81,0.82,RU,1707258579
413,abalak,58.1286,68.5944,-3.14,91,100,4.78,RU,1707258579
414,axim,4.8699,-2.2405,26.0,83,32,2.89,GH,1707258348
415,canutama,-6.5339,-64.3831,27.05,91,83,1.15,BR,1707258580
416,al jahra',29.3375,47.6581,16.46,41,0,4.26,KW,1707258317
417,abepura,-2.6333,140.5833,24.45,94,75,2.57,ID,1707258580
418,ocean shores,46.9737,-124.1563,10.18,76,0,4.63,US,1707258359
419,metlili chaamba,32.2667,3.6333,11.52,40,0,1.54,DZ,1707258580
420,changyon,38.2508,125.0961,-3.39,85,16,1.92,KP,1707258581
421,gizo,-8.103,156.8419,28.39,80,99,5.46,SB,1707258382
422,yuzhno-kurilsk,44.0306,145.8556,-8.68,81,80,2.2,RU,1707258354
423,altayskoye,51.9533,85.3325,-9.58,81,28,2.85,RU,1707258318
424,dom pedrito,-30.9828,-54.6731,29.76,59,63,3.1,BR,1707258581
425,severoural'sk,60.1533,59.952,-15.01,96,100,3.13,RU,1707258581
426,al bawiti,28.3492,28.8659,12.5,60,0,2.27,EG,1707258581
427,paita,-5.0892,-81.1144,26.96,73,37,6.23,PE,1707258581
428,thunder bay,48.4001,-89.3168,3.99,81,75,2.57,CA,1707258341
429,norrtalje,59.758,18.705,-2.77,76,100,4.26,SE,1707258582
430,sofiyivka,48.0493,33.8746,5.76,86,100,4.43,UA,1707258373
431,bougouni,11.417,-7.479,26.42,13,4,2.66,ML,1707258582
432,pathein,16.7833,94.7333,21.38,66,0,3.03,MM,1707258582
433,olonets,60.9847,32.9698,-23.42,99,24,2.65,RU,1707258582
434,izluchinsk,60.9794,76.9242,0.0,94,100,5.87,RU,1707258583
435,yengema,8.7167,-11.1667,23.92,28,1,1.58,SL,1707258583
436,marka,1.7159,44.7717,26.27,89,94,7.12,SO,1707258583
437,ivdel',60.6911,60.4206,-14.34,96,100,3.13,RU,1707258583
438,phan rang-thap cham,11.5667,108.9833,22.38,88,98,1.29,VN,1707258314
439,kailua-kona,19.6406,-155.9956,26.98,72,40,5.14,US,1707258303
440,brookings,44.3114,-96.7984,9.65,89,70,0.89,US,1707258584
441,kolyvan',55.3053,82.7391,-10.21,91,100,2.75,RU,1707258584
442,sao joao dos patos,-6.495,-43.7022,27.21,55,100,1.83,BR,1707258584
443,chinde,26.8418,88.0763,7.17,73,0,1.61,NP,1707258368
444,yarmouth,41.7057,-70.2286,1.65,85,75,8.05,US,1707258584
445,chabany,50.3414,30.4271,7.2,96,100,7.06,UA,1707258584
446,tibanbang,6.6315,126.1055,25.68,80,100,2.44,PH,1707258585
447,mil'kovo,55.6078,37.7956,-4.78,99,90,2.15,RU,1707258585
448,serdar,38.9764,56.2757,7.07,46,100,2.39,TM,1707258585
449,ghat,24.9647,10.1728,12.8,33,5,2.46,LY,1707258585
450,ancud,-41.8697,-73.8203,16.37,92,100,8.02,CL,1707258585
451,pursat,12.3333,103.6667,23.41,88,38,1.1,KH,1707258585
452,puerto armuelles,8.2833,-82.8667,31.99,65,17,1.34,PA,1707258586
453,jwaneng,-24.6004,24.7303,23.95,22,0,2.97,BW,1707258586
454,targu neamt,47.2,26.3667,12.75,56,84,7.56,RO,1707258586
455,greymouth,-42.4667,171.2,18.88,68,70,1.03,NZ,1707258389
456,corner brook,48.9667,-57.9484,-2.91,83,100,5.02,CA,1707258586
457,pandan,14.0453,124.1694,24.86,85,81,3.99,PH,1707258586
458,coquimbo,-29.9533,-71.3436,20.85,77,0,6.17,CL,1707258268
459,nefteyugansk,61.0998,72.6035,-1.69,98,100,6.71,RU,1707258587
460,uacu cungo,-11.3634,15.1208,18.12,99,100,1.3,AO,1707258587
461,mitha tiwana,32.2486,72.1108,10.19,43,12,2.3,PK,1707258587
462,parry sound,45.3501,-80.033,3.03,65,81,0.99,CA,1707258587
463,nguigmi,14.2495,13.1092,19.54,24,74,6.45,NE,1707258400
464,mount gambier,-37.8333,140.7667,14.67,77,58,0.55,AU,1707258290
465,malvan,16.0667,73.4667,25.31,64,0,4.35,IN,1707258588
466,challapata,-18.9,-66.7667,12.11,60,96,3.05,BO,1707258321
467,mili,6.0815,171.735,27.97,73,65,7.99,MH,1707258588
468,hovd,48.0056,91.6419,-21.39,96,46,0.57,MN,1707258588
469,fukuecho,32.6881,128.8419,8.48,66,47,9.49,JP,1707258588
470,nagato,34.3833,131.2,6.63,88,100,3.4,JP,1707258588
471,meadow lakes,61.6247,-149.6011,-0.38,64,0,1.54,US,1707258588
472,kapshagay,43.8833,77.0833,-4.2,72,36,5.21,KZ,1707258589
473,tulagi,-9.0996,160.1476,28.03,81,98,9.05,SB,1707258589
474,nantucket,41.2835,-70.0995,2.06,80,100,8.23,US,1707258589
475,manjeshvar,12.7,74.8833,24.66,87,3,2.0,IN,1707258589
476,tsevie,6.4261,1.2133,28.49,53,6,1.09,TG,1707258550
477,buala,-8.145,159.5921,28.34,80,83,4.11,SB,1707258589
478,santa ana,33.7456,-117.8678,13.3,91,100,3.09,US,1707258590
479,horta,38.5333,-28.6333,17.23,94,100,11.62,PT,1707258349
480,sandnessjoen,66.0217,12.6316,-5.88,79,75,2.57,NO,1707258590
481,la'ie,21.6477,-157.9253,27.98,67,16,10.31,US,1707258306
482,altay,47.8667,88.1167,-10.93,62,6,3.44,CN,1707258590
483,atbasar,51.8,68.3333,-2.65,84,100,8.37,KZ,1707258590
484,port saint john's,-31.6229,29.5448,22.97,91,32,6.47,ZA,1707258290
485,galesong,-5.3166,119.3661,24.01,83,99,1.81,ID,1707258590
486,groningen,53.25,6.75,5.07,87,100,6.17,NL,1707258377
487,sorada,19.75,84.4333,22.46,73,0,1.07,IN,1707258591
488,islamkot,24.6997,70.177,20.67,69,100,3.89,PK,1707258591
489,chagoda,59.164,35.3285,-20.14,100,89,1.87,RU,1707258591
490,yenisarbademli,37.7078,31.3864,7.96,54,11,2.63,TR,1707258591
491,t'q'ibuli,42.3512,42.9987,6.51,98,100,6.6,GE,1707258592
492,sanctuary point,-35.1114,150.629,20.42,65,31,5.28,AU,1707258592
493,moyamba,8.1667,-12.4333,25.24,85,0,1.88,SL,1707258592
494,neryungri,56.6709,124.6491,-14.66,97,100,1.79,RU,1707258592
495,ravar,31.2656,56.8055,7.61,19,0,3.0,IR,1707258592
496,morozovsk,48.3539,41.8261,-2.73,88,47,5.33,RU,1707258592
497,biryusinsk,55.9634,97.8235,-18.79,100,68,1.19,RU,1707258592
498,istgah-e rah ahan-e garmsar,35.2346,52.3094,6.8,50,0,4.32,IR,1707258593
499,canals,38.9625,-0.5844,15.12,52,67,0.89,ES,1707258593
500,ares,-6.1944,-35.1603,28.05,79,81,4.44,BR,1707258334
501,kemijarvi,66.7131,27.4306,-24.79,100,100,1.31,FI,1707258593
502,selkirk,50.1436,-96.8845,2.31,97,51,1.48,CA,1707258593
503,the pas,53.8251,-101.2541,-10.99,85,100,2.57,CA,1707258373
504,miajadas,39.1513,-5.9084,9.11,89,7,1.21,ES,1707258593
505,tsengel,49.4783,100.8894,-22.31,92,96,1.96,MN,1707258594
506,lexington,37.9887,-84.4777,10.69,48,0,2.06,US,1707258343
507,soio,-6.1349,12.3689,25.61,86,99,3.08,AO,1707258594
508,el paso,31.8001,-106.2005,16.5,25,100,3.09,US,1707258214
509,initao,8.4997,124.3039,25.03,84,78,1.48,PH,1707258594
510,yeppoon,-23.1333,150.7333,29.88,79,56,6.21,AU,1707258595
511,cidade velha,14.9167,-23.6167,24.26,53,0,6.17,CV,1707258595
512,cambria,35.5641,-121.0808,15.03,78,88,3.58,US,1707258595
513,joshimath,30.5667,79.5667,-1.0,41,12,3.91,IN,1707258595
514,princeville,45.7668,-61.2985,0.18,89,40,3.09,CA,1707258595
515,alofi,-19.0595,-169.9187,28.94,65,75,4.63,NU,1707258595
516,bubaque,11.2833,-15.8333,26.53,76,0,6.94,GW,1707258595
517,chibougamau,49.9168,-74.3659,-4.21,63,75,3.09,CA,1707258596
518,tidjikja,18.5564,-11.4271,22.81,10,8,5.53,MR,1707258294
519,olutanga,7.3106,122.8464,26.22,79,96,2.57,PH,1707258596
520,tobol'sk,58.2,68.2667,-3.0,91,100,4.47,RU,1707258596
521,durban,-29.8579,31.0292,23.51,87,3,4.99,ZA,1707258596
522,valparaiso,-33.0393,-71.6273,24.13,63,0,4.63,CL,1707258121
523,geraldton,-28.7667,114.6,25.23,23,0,8.75,AU,1707258285
524,angra do heroismo,38.65,-27.2167,18.34,97,75,5.81,PT,1707258351
525,brady,31.1352,-99.3351,20.85,36,0,2.57,US,1707258597
526,saint-francois,46.4154,3.9054,7.03,88,100,2.57,FR,1707258597
527,alliston,44.1501,-79.8663,3.18,44,48,1.03,CA,1707258597
528,nueva gerona,21.8833,-82.8,22.78,51,4,9.92,CU,1707258597
529,yaren,-0.5472,166.916,28.98,74,100,6.12,NR,1707258597
530,puerto lempira,15.2667,-83.7667,28.08,74,20,4.63,HN,1707258598
531,george,-33.963,22.4617,20.75,94,100,1.03,ZA,1707258497
532,yabelo,4.8833,38.0833,18.98,40,14,7.12,ET,1707258598
533,edgewater,28.9889,-80.9023,17.29,67,0,10.29,US,1707258598
534,filey,54.21,-0.2892,5.99,75,100,0.45,GB,1707258598
535,port blair,11.6667,92.75,23.98,74,100,4.35,IN,1707258598
536,alesund,62.4723,6.1549,-4.39,88,0,3.09,NO,1707258550
537,midvagur,62.0511,-7.1939,-1.54,69,75,4.63,FO,1707258599
538,kargasok,59.0556,80.8572,-6.69,97,79,3.13,RU,1707258599
539,nyuzen,36.9333,137.5,1.96,88,100,4.19,JP,1707258599
540,mufulira,-12.5498,28.2407,16.64,99,33,1.79,ZM,1707258599
541,st. paul,44.9444,-93.0933,13.31,58,0,5.66,US,1707258351
542,porto novo,6.4965,2.6036,27.9,65,11,1.37,BJ,1707258599
543,byron bay,-28.65,153.6167,23.73,86,5,6.13,AU,1707258600
544,baiti,13.745,-14.7482,29.92,10,0,4.45,SN,1707258605
545,kolobrzeg,54.1757,15.5834,6.09,88,100,14.46,PL,1707258606
546,southlake,32.9412,-97.1342,20.35,34,20,2.57,US,1707258606
547,guerrero negro,27.9769,-114.0611,15.83,77,100,4.96,MX,1707258382
548,auki,-8.7676,160.7034,27.41,87,98,5.43,SB,1707258606
549,morondava,-20.2833,44.2833,26.6,81,71,2.82,MG,1707258606
550,sao felix do xingu,-6.6447,-51.995,24.41,92,69,1.16,BR,1707258608
551,ghanzi,-21.5667,21.7833,26.3,45,85,4.95,BW,1707258608
552,nyurba,63.2842,118.3319,-28.64,99,100,1.02,RU,1707258372
553,kirakira,-10.4544,161.9205,28.68,76,56,3.59,SB,1707258315
554,san fernando,15.0286,120.6898,22.85,87,3,1.75,PH,1707258608
555,kochenevo,55.0218,82.202,-10.34,90,94,3.31,RU,1707258609
556,monteagudo,-19.8167,-63.9833,19.03,97,83,1.61,BO,1707258609
557,mhamid,29.82,-5.72,12.86,29,93,0.99,MA,1707258609
558,dauphin,51.1494,-100.0502,1.08,86,100,2.57,CA,1707258610
559,boa vista,2.8197,-60.6733,31.99,55,75,2.57,BR,1707258610
560,strezhevoy,60.7333,77.5889,-0.02,90,99,6.26,RU,1707258610
561,novyy urgal,51.0736,132.5642,-32.42,100,100,0.56,RU,1707258610
562,qujing,25.4833,103.7833,8.78,60,29,5.49,CN,1707258610
563,timon,-5.0942,-42.8367,31.88,62,0,3.09,BR,1707258611
564,kohima,25.6667,94.1167,7.02,96,22,1.07,IN,1707258611
565,plastun,44.7561,136.2939,-14.38,77,3,3.74,RU,1707258611
566,iwanai,42.9744,140.5089,-2.61,86,100,1.4,JP,1707258611
567,arish,31.1316,33.7984,14.77,75,0,1.33,EG,1707258612
568,yudong,29.385,106.5194,8.61,97,100,1.49,CN,1707258612
569,kayes,14.0,-11.0,28.68,9,0,4.38,ML,1707258612
570,panama city beach,30.1766,-85.8055,20.07,39,0,4.12,US,1707258481
571,muynoq,43.7683,59.0214,1.47,67,82,9.72,UZ,1707258613
572,bethlehem,-1.4558,-48.5044,25.02,94,75,2.57,BR,1707258319
